sentence,condition,CW- or CWC-congruent
their mothers feed cats with burgers.,BB,N
their mothers feed dogs with meat.,BB,N
their mothers feed dogs with chicken.,BB,N
their mothers feed dogs with beef.,BB,N
their mothers feed dogs with fish.,BB,N
their mothers feed dogs with burgers.,BB,N
their mothers feed penguins with meat.,BB,N
their mothers feed penguins with chicken.,BB,N
their mothers feed penguins with beef.,BB,N
their mothers feed penguins with fish.,BB,N
their mothers feed penguins with burgers.,BB,N
their mothers feed tigers with meat.,BB,N
their mothers feed tigers with chicken.,BB,N
their mothers feed tigers with beef.,BB,N
their mothers feed tigers with fish.,BB,N
their mothers feed tigers with burgers.,BB,N
their mothers feed lions with meat.,BB,N
their mothers feed lions with chicken.,BB,N
their mothers feed lions with beef.,BB,N
their mothers feed lions with fish.,BB,N
their mothers feed lions with burgers.,BB,N
breeders feed cats with meat.,BB,N
breeders feed cats with chicken.,BB,N
breeders feed cats with beef.,BB,N
breeders feed cats with fish.,BB,N
breeders feed cats with burgers.,BB,N
breeders feed dogs with meat.,BB,N
breeders feed dogs with chicken.,BB,N
breeders feed dogs with beef.,BB,N
breeders feed dogs with fish.,BB,N
breeders feed dogs with burgers.,BB,N
breeders feed penguins with meat.,BB,N
breeders feed penguins with chicken.,BB,N
breeders feed penguins with beef.,BB,N
breeders feed penguins with fish.,BB,N
breeders feed penguins with burgers.,BB,N
breeders feed tigers with meat.,BB,N
breeders feed tigers with chicken.,BB,N
breeders feed tigers with beef.,BB,N
breeders feed tigers with fish.,BB,N
breeders feed tigers with burgers.,BB,N
breeders feed lions with meat.,BB,N
breeders feed lions with chicken.,BB,N
breeders feed lions with beef.,BB,N
breeders feed lions with fish.,BB,N
breeders feed lions with burgers.,BB,N
people feed cats with carrots.,BB,N
people feed cats with cabbages.,BB,N
people feed cats with grass.,BB,N
people feed cats with apples.,BB,N
people feed cats with tomatoes.,BB,N
people feed dogs with carrots.,BB,N
people feed dogs with cabbages.,BB,N
people feed dogs with grass.,BB,N
people feed dogs with apples.,BB,N
people feed dogs with tomatoes.,BB,N
people feed penguins with carrots.,BB,N
people feed penguins with cabbages.,BB,N
people feed penguins with grass.,BB,N
people feed penguins with apples.,BB,N
people feed penguins with tomatoes.,BB,N
people feed tigers with carrots.,BB,N
people feed tigers with cabbages.,BB,N
people feed tigers with grass.,BB,N
people feed tigers with apples.,BB,N
people feed tigers with tomatoes.,BB,Y
people feed lions with carrots.,BB,Y
people feed lions with cabbages.,BB,Y
people feed lions with grass.,BB,Y
people feed lions with apples.,BB,Y
people feed lions with tomatoes.,BB,Y
zoo keepers feed cats with carrots.,BB,Y
zoo keepers feed cats with cabbages.,BB,Y
zoo keepers feed cats with grass.,BB,Y
zoo keepers feed cats with apples.,BB,Y
zoo keepers feed cats with tomatoes.,BB,Y
zoo keepers feed dogs with carrots.,BB,Y
zoo keepers feed dogs with cabbages.,BB,Y
zoo keepers feed dogs with grass.,BB,Y
zoo keepers feed dogs with apples.,BB,Y
zoo keepers feed dogs with tomatoes.,BB,Y
zoo keepers feed penguins with carrots.,BB,Y
zoo keepers feed penguins with cabbages.,BB,Y
zoo keepers feed penguins with grass.,BB,Y
zoo keepers feed penguins with apples.,BB,Y
zoo keepers feed penguins with tomatoes.,BB,Y
zoo keepers feed tigers with carrots.,BB,Y
zoo keepers feed tigers with cabbages.,BB,Y
zoo keepers feed tigers with grass.,BB,Y
zoo keepers feed tigers with apples.,BB,Y
zoo keepers feed tigers with tomatoes.,BB,Y
zoo keepers feed lions with carrots.,BB,Y
zoo keepers feed lions with cabbages.,BB,Y
zoo keepers feed lions with grass.,BB,Y
zoo keepers feed lions with apples.,BB,Y
zoo keepers feed lions with tomatoes.,BB,Y
families feed cats with carrots.,BB,Y
families feed cats with cabbages.,BB,Y
families feed cats with grass.,BB,Y
families feed cats with apples.,BB,Y
families feed cats with tomatoes.,BB,Y
families feed dogs with carrots.,BB,Y
families feed dogs with cabbages.,BB,Y
families feed dogs with grass.,BB,Y
families feed dogs with apples.,BB,Y
families feed dogs with tomatoes.,BB,Y
families feed penguins with carrots.,BB,Y
families feed penguins with cabbages.,BB,Y
families feed penguins with grass.,BB,Y
families feed penguins with apples.,BB,Y
families feed penguins with tomatoes.,BB,Y
families feed tigers with carrots.,BB,Y
families feed tigers with cabbages.,BB,Y
families feed tigers with grass.,BB,Y
families feed tigers with apples.,BB,Y
families feed tigers with tomatoes.,BB,Y
families feed lions with carrots.,BB,Y
families feed lions with cabbages.,BB,Y
families feed lions with grass.,BB,Y
families feed lions with apples.,BB,Y
families feed lions with tomatoes.,BB,Y
their mothers feed cats with carrots.,BB,Y
their mothers feed cats with cabbages.,BB,Y
their mothers feed cats with grass.,BB,Y
their mothers feed cats with apples.,BB,Y
their mothers feed cats with tomatoes.,BB,Y
their mothers feed dogs with carrots.,BB,Y
their mothers feed dogs with cabbages.,BB,Y
their mothers feed dogs with grass.,BB,Y
their mothers feed dogs with apples.,BB,Y
their mothers feed dogs with tomatoes.,BB,Y
their mothers feed penguins with carrots.,BB,Y
their mothers feed penguins with cabbages.,BB,Y
their mothers feed penguins with grass.,BB,Y
their mothers feed penguins with apples.,BB,Y
their mothers feed penguins with tomatoes.,BB,Y
their mothers feed tigers with carrots.,BB,Y
their mothers feed tigers with cabbages.,BB,Y
their mothers feed tigers with grass.,BB,Y
their mothers feed tigers with apples.,BB,Y
their mothers feed tigers with tomatoes.,BB,Y
their mothers feed lions with carrots.,BB,Y
their mothers feed lions with cabbages.,BB,Y
their mothers feed lions with grass.,BB,Y
their mothers feed lions with apples.,BB,Y
their mothers feed lions with tomatoes.,BB,Y
breeders feed cats with carrots.,BB,Y
breeders feed cats with cabbages.,BB,Y
breeders feed cats with grass.,BB,Y
breeders feed cats with apples.,BB,Y
breeders feed cats with tomatoes.,BB,Y
breeders feed dogs with carrots.,BB,Y
breeders feed dogs with cabbages.,BB,Y
